id,province,topic,context,options,answer,is_province_specific,also_exist_in_other_province,final_is_province_specific
549,Sumatera Barat,Pernikahan,Pernikahan Andi dan Yanti diadakan secara tradisional.,"['A. Para tamu undangan berdansa setelah dihidangkan beraneka lauk pauk dalam piring kecil.', 'B. Para tamu undangan duduk di karpet dan dihidangkan beraneka lauk pauk dalam piring kecil.', 'C. Para tamu undangan harus memesan menu terlebih dahulu sebelum makan.']",B,YA,TIDAK,YA
550,Sumatera Barat,Pernikahan,Alfi dan Ulfa baru menikah dan mereka belum memiliki rumah.,"['A. Mereka berencana tinggal di rumah pamannya Ulfa.', 'B. Mereka berencana tinggal di rumah orang tua Alfi.', 'C. Mereka berencana tinggal di rumah orang tua Ulfa.']",C,YA,TIDAK,YA
551,Sumatera Barat,Pernikahan,"Setelah perhelatan di rumah Ulfa, para tamu dan pemangku adat juga diundang ke rumah Alfi.","['A. Di rumah Alfi, mereka menari dan sambil dijamu dengan makanan tradisional.', 'B. Di rumah Alfi, mereka melakukan kegiatan berdoa bersama dan bersilaturahmi dijamu dengan makanan dan penampilan rebana.', 'C. Di rumah Alfi, para tamu adat mendiskusikan calon pengantin berikutnya di keluarga Alfi.']",B,YA,TIDAK,YA
552,Sumatera Barat,Pernikahan,"Setelah menikah dengan Beti, Andi menjadi sumando di rumah Beti.","['A. Sebagai seorang sumado, Andi adalah tamu yang dimuliakan.', 'B. Sebagai seorang sumado, Andi bertanggungjawab mengolah harta pusako Beti.', 'C. Sebagai seorang sumado, Andi adalah pemimpin baru di rumah Beti.']",A,YA,TIDAK,YA
553,Sumatera Barat,Pernikahan,Hari ini Ron akan melangsungkan ijab kabul di masjid.,"['A. Ron mengenakan baju adat warisan calon mertua.', 'B. Ron mengenakan baju koko.', 'C. Ron mengenakan jas dan kopiah.']",C,YA,TIDAK,YA
554,Sumatera Barat,Pernikahan,"Sebagai pelengkap baju pernikahan, Agus ingin mengenakan tongkat di pelaminan.","['A. Tongkat yang dipegang agus melambangkan ketegasan peraturan adat minangkabau.', 'B. Tongkat yang dipegang agus melambangkan kepemimpinan dan rasa tanggung jawab.', 'C. Tongkat yang dipegang agus melambangkan pentingnya fondasi yang kuat dalam berumah tangga.']",B,YA,TIDAK,YA
555,Sumatera Barat,Pernikahan,Helen mengenakan suntiang di hari pernikahannya.,"['A. Suntiang berwarna emas dan memiliki berat 3-5 kg.', 'B. Suntiang berwarna hijau dan memiliki berat 3-5 kg.', 'C. Suntiang berwarna merah dan memiliki berat 3-5 kg.']",A,YA,TIDAK,YA
556,Sumatera Barat,Pernikahan,Di hari pernikahannya Santi memutuskan untuk menggunakan baju ala Koto Gadang.,"['A. Untuk kepala, Santi mengenakan suntiang.', 'B. Untuk kepala, Santi mengenakan kain menutup kepala.', 'C. Untuk kepala, Santi mengenakan siger.']",B,YA,TIDAK,YA
557,Sumatera Barat,Pernikahan,Ibunya Tina datang ke rumah orang-orang di kampung untuk mengundang mereka datang ke acara pernikahan anaknya.,"['A. Dia membawa daun jeruk dan gambir sebagai simbol undangan untuk datang ke rumah.', 'B. Dia membawa amplop sebagai simbol undangan untuk datang ke rumah.', 'C. Dia membawa sirih, pinang dan gambir sebagai simbol undangan untuk datang ke rumah.']",C,YA,TIDAK,YA
558,Sumatera Barat,Pernikahan,Para tetua adat yang laki-laki juga datang bersama-sama ke acara pernikahan.,"['A. Biasanya mereka datang pagi hari setelah shalat Dhuha.', 'B. Biasanya mereka datang di malam hari setelah maghrib.', 'C. Biasanya mereka datang 3 hari setelah pesta pernikahan selesai.']",B,YA,TIDAK,YA
559,Sumatera Barat,Pernikahan,Danu dan Dini sedang mendiskusikan di mana acara pernikahan mereka bulan depan.,"['A. Mereka memutuskan untuk mengadakan akad nikah di masjid dan pesta di rumah Dini.', 'B. Mereka memutuskan untuk mengadakan akad nikah di pura dan pesta di rumah Dini.', 'C. Mereka memutuskan untuk mengadakan akad nikah di masjid dan pesta di rumah Danu.']",A,YA,TIDAK,YA
560,Sumatera Barat,Pernikahan,Adeknya Andri suka sekali pergi ke acara nikahan tradisional.,"['A. Dia suka sekali hidangan soto padang dan kerupuk singkong.', 'B. Dia suka sekali hidangan nasi putih, mie kuah kacang, dan ikan maco.', 'C. Dia suka sekali hidangan bubur ayam dan kacang.']",B,YA,TIDAK,YA
561,Sumatera Barat,Pernikahan,Ibu-ibu tamu undangan yang hadir di pernikahan tradisional itu makan bersama-sama.,"['A. Mereka makan bersama dan kemudian bersama-sama ke belakang membersihkan piring.', 'B. Mereka makan bersama di atas satu piring besar membentuk lingkaran.', 'C. Mereka makan bersama sambil bercengkrama menikmati penampilan seni pantun adat.']",B,YA,TIDAK,YA
562,Sumatera Barat,Pernikahan,Andi adalah orang Pasaman.,"['A. Uang adat diserahkan ke keluarga Andi jika keluarga Tina ingin meminang Andi.', 'B. Cincin pertunangan diserahkan ke keluarga Tina oleh keluarga Andi jika ingin meminang Tina.', 'C. Uang adat diserahkan ke keluarga Tina jika keluarga Andi ingin meminang Tina.']",A,YA,TIDAK,YA
563,Sumatera Barat,Pernikahan,"Ke pernikahan Andi dan Dini, Nurul membawa bingkisan.","['A. Bingkisan ini berisi makanan buatan Nurul untuk keluarga Dini.', 'B. Bingkisan ini berisi dedaunan dan bumbu masak dapur.', 'C. Bingkisan ini berisi hadiah seprei baru untuk Andi dan Dini.']",C,TIDAK,YA,TIDAK
564,Sumatera Barat,Hubungan Keluarga,Andi adalah adeknya Tono.,"['A. Tono menggunakan kato manurun ketika berbicara ke Andi.', 'B. Andi menggunakan kato manurun ketika berbicara ke Tono.', 'C. Tono menggunakan kato malereng ketika berbicara ke Andi.']",A,YA,TIDAK,YA
565,Sumatera Barat,Hubungan Keluarga,Sani dan Joni satu usia.,"['A. Mereka bercengkrama menggunakan kato mandata.', 'B. Mereka bercengkrama menggunakan kato manurun.', 'C. Mereka bercengkrama menggunakan kato mandaki.']",A,YA,TIDAK,YA
566,Sumatera Barat,Hubungan Keluarga,Anak-anak murid harus hormat kepada Guru di sekolah.,"['A. Mereka menggunakan kata mandaki ketika berbicara kepada guru.', 'B. Mereka menggunakan kata malereng ketika berbicara kepada guru.', 'C. Mereka menggunakan kata manurun ketika berbicara kepada guru.']",A,YA,TIDAK,YA
567,Sumatera Barat,Hubungan Keluarga,Andi adalah anak dari Bayu dan Nisa adalah kakak perempuannya Bayu.,"['A. Adi merupakan anak pisangnya Bayu.', 'B. Adi merupakan anak pisangnya Nisa.', 'C. Bayu merupakan anak pisangnya Nisa.']",B,YA,TIDAK,YA
568,Sumatera Barat,Hubungan Keluarga,Andi adalah anak dari Bayu dan Nisa adalah kakak perempuannya Bayu.,"['A. Bayu merupakan induk bakonya Andi.', 'B. Nisa merupakan induk bakonya Andi.', 'C. Andi merupakan induk bakonya Nisa.']",B,YA,TIDAK,YA
569,Sumatera Barat,Hubungan Keluarga,"Andi dan Tuti adalah pernikahan ""pulang ka bako"".","['A. Artinya, Tuti merupakan anak perempuan dari kakak laki-laki dari ayahnya Andi.', 'B. Artinya, Andi merupakan anak laki-laki dari kakeknya Tuti.', 'C. Artinya, Tuti merupakan anak perempuan dari kakak perempuan ayahnya Andi.']",C,YA,TIDAK,YA
570,Sumatera Barat,Hubungan Keluarga,"Iwan pulang berjalan kaki dari sekolah dan di jalan ia berpapasan dengan Bapak Suhaimi, tetangganya.","['A. Iwan menyapa Pak Iwan dengan menyapa ""Punten Pak"".', 'B. Iwan menyapa Pak Iwan dengan menyapa ""Monggo Pak"".', 'C. Iwan menyapa Pak Iwan dengan menyapa ""Pak"".']",C,YA,TIDAK,YA
571,Sumatera Barat,Hubungan Keluarga,Bayu ada perlu dengan Pak Suhaimi.,"['A. Ia datang ke rumah Pak Suhaimi pukul lima pagi.', 'B. Ia datang ke rumah Pak Suhaimi pukul empat sore.', 'C. Ia datang ke rumah Pak Suhaimi pukul tiga pagi.']",B,TIDAK,YA,TIDAK
572,Sumatera Barat,Hubungan Keluarga,Rumah baru Andi sudah selesai.,"['A. Ia memanggil warga di kampung untuk menghiasi rumah barunya dalam acara ""manaiaki rumah"".', 'B. Ia memanggil keluarga dan tetangga sekitar untuk gotong royong membantu membersihkan rumah barunya dalam acara ""manaiaki rumah"".', 'C. Ia memanggil keluarga dan tetangga sekitar untuk datang ke rumah untuk bersama-sama berdoa dalam acara ""manaiaki rumah"".']",C,YA,TIDAK,YA
573,Sumatera Barat,Hubungan Keluarga,Adinda akan bertamu ke rumah Santi.,"['A. Di depan rumah Santi, Adinda membuka pintu rumah Santi sambil mengintip apakah Santi ada di rumah.', 'B. Di depan rumah Santi, Adinda mengetuk pintu dan mengucapkan assalamualaikum.', 'C. Di depan rumah Adinda, Santi mengetuk pintu dan mengucapkan assalamualaikum.']",B,TIDAK,YA,TIDAK
574,Sumatera Barat,Hubungan Keluarga,"Maryam akan ke Jakarta besok dan di Jakarta kebetulan ada keponakan ayahnya, Beti yang belum pernah ia temui.","['A. Beti menawarkan agar Maryam tinggal di rumahnya satu-dua minggu sampai Maryam mendapatkan tempat tinggal.', 'B. Beti tidak mau menerima Maryam di rumahnya karena belum pernah bertemu sebelumnya.', 'C. Beti menyarankan agar Maryam tinggal di hotel terdekat.']",A,TIDAK,YA,TIDAK
575,Sumatera Barat,Hubungan Keluarga,Ayah Andi memiliki suku Jambak dan Ibu Andi memiliki suku Piliang.,"['A. Andi memiliki suku Piliang.', 'B. Andi memiliki suku Jambak Piliang.', 'C. Andi memiliki suku Jambak.']",A,YA,TIDAK,YA
576,Sumatera Barat,Hubungan Keluarga,Dini and Dono memiliki suku Koto.,"['A. Bisa dipastikan bahwa mereka kakak-adek kandung.', 'B. Dini dan Dono tidak dianjurkan untuk menikah.', 'C. Pernikahan Dini dan Dono akan dirayakan oleh suku Koto.']",B,YA,TIDAK,YA
577,Sumatera Barat,"Kehamilan, Bayi, Anak",Deni tengah hamil 4 bulan.,"['A. Deni tidak boleh keluar rumah setelah zuhur.', 'B. Deni tidak boleh keluar rumah setelah ashar.', 'C. Deni tidak boleh keluar rumah setelah maghrib.']",C,TIDAK,YA,TIDAK
578,Sumatera Barat,"Kehamilan, Bayi, Anak","Ketika Ani dan suaminya sedang bercengkrama di dapur, tanpa disadari ada ular memasuki rumah.","['A. Ani yang sedang hamil berteriak mengambil batu besar dan berusaha membunuh ular.', 'B. Ani yang sedang hamil berteriak dan suaminya datang untuk membunuh ular tersebut.', 'C. Ani yang sedang hamil membunuh ular tersebut dengan sebilah pisau besar.']",B,TIDAK,YA,TIDAK
579,Sumatera Barat,"Kehamilan, Bayi, Anak","Pada tanggal 10 Mei, bayi Fatih lahir ke dunia.","['A. Tradisi turun mandi dilakukan pada tanggal 12 Mei, sebagai wujud rasa syukur kepada Allah.', 'B. Tradisi turun mandi dilakukan pada tanggal 10 Mei, sebagai wujud rasa syukur kepada Allah.', 'C. Tradisi turun mandi dilakukan pada tanggal 17 Mei, sebagai wujud rasa syukur kepada Allah.']",C,YA,TIDAK,YA
580,Sumatera Barat,"Kehamilan, Bayi, Anak","Annisa, seorang wanita asal Solok baru saja melahirkan seorang anak perempuan.","['A. Annisa akan mengadakan tradisi turun mandi pada hari ganjil dan genap.', 'B. Annisa akan mengadakan tradisi turun mandi pada hari genap.', 'C. Annisa akan mengadakan tradisi turun mandi pada hari ganjil.']",B,YA,TIDAK,YA
581,Sumatera Barat,"Kehamilan, Bayi, Anak",Bayinya Maya baru berusia 2 hari.,"['A. Setiap pagi, Maya memandikan anaknya dengan sabun dan berendam di air hangat.', 'B. Setiap pagi, Bayinya tidak dimandikan namun hanya dilap dengan kain basah.', 'C. Setiap pagi, Orang tua Maya memandikan anaknya dengan sabun dan berendam di air hangat.']",B,TIDAK,YA,TIDAK
582,Sumatera Barat,"Kehamilan, Bayi, Anak",Bayi Helen sudah mengantuk.,"['A. Bayinya diberikan bantal kecil untuk menyangga kepala.', 'B. Bayinya dibedong dan disayang-sayang biar bangun kembali.', 'C. Bayinya dibiarkan tidur di kasur tanpa bantal penyangga.']",A,TIDAK,YA,TIDAK
583,Sumatera Barat,"Kehamilan, Bayi, Anak",Helen baru selesai memandikan bayinya.,"['A. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak kemiri.', 'B. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak kayu putih.', 'C. Sebelum memasangkan baju, Helen membaluri badan bayinya dengan minyak ikan.']",B,TIDAK,YA,TIDAK
584,Sumatera Barat,"Kehamilan, Bayi, Anak",Agar hangat Tina selalu membedong anak bayinya.,"['A. Tina membedong dengan kain putih.', 'B. Setelah membedong, tina mengikat kaki anaknya dengan tali.', 'C. Tina membedong dengan kain jarik.']",C,TIDAK,YA,TIDAK
585,Sumatera Barat,"Kehamilan, Bayi, Anak",Adzan maghrib sudah berkumandang.,"['A. Mama berteriak ke semua anak-anaknya agar berhati-hati bermain dalam gelap.', 'B. Mama berteriak ke semua anak-anaknya agar segera masuk ke rumah.', 'C. Mama berteriak ke semua anak-anaknya agar berhati-hati bermain di waktu senja.']",B,TIDAK,YA,TIDAK
586,Sumatera Barat,"Kehamilan, Bayi, Anak",Maryam baru berusia 5 tahun.,"['A. Maryam diajarkan cara memandikan bayi oleh orang tuanya.', 'B. Maryam diajarkan memasak sambal oleh orang tuanya.', 'C. Maryam diajarkan mengaji dan sholat oleh orang tuanya.']",C,TIDAK,YA,TIDAK
587,Sumatera Barat,"Kehamilan, Bayi, Anak",Pak Andi mendapati anaknya yang SMP merokok.,"['A. Pak Andi menasehati anaknya agar berhenti merokok.', 'B. Pak Andi dan anaknya kini saling berbagi rokok.', 'C. Pak Andi menambahkan uang jajan anaknya untuk membeli merokok.']",A,TIDAK,YA,TIDAK
588,Sumatera Barat,"Kehamilan, Bayi, Anak",Santi yang baru menginjak kelas 3 SMP pulang ke rumah jam 9 malam tanpa mengabari orang tua nya.,"['A. Kedua orang tuanya membiarkan Santi karena Santi sudah dewasa.', 'B. Kedua orang tuanya mengunci Santi keesekoannya di dalam rumah.', 'C. Kedua orang tuanya marah dan menasehati Santi agar tidak melakukannya lagi.']",C,TIDAK,YA,TIDAK
589,Sumatera Barat,"Kehamilan, Bayi, Anak",Nisa belum juga menikah padahal usianya sudah memasuki usia 30 tahun.,"['A. Orang tua Nisa berusaha mencarikan jodoh untuk Nusa.', 'B. Orang tua Nisa meminta Nisa untuk keluar dari rumah karena Nisa sudah dewasa.', 'C. Orang tua Nisa memberikan kebebesan untuk Nisa untuk tidak menikah.']",A,TIDAK,YA,TIDAK
590,Sumatera Barat,"Kehamilan, Bayi, Anak","Tidak berhasil lulus masuk universitas, Iwan yang masih 17 tahun bingung ingin melakukan apa.","['A. Orang tua Iwan menasehati Iwan untuk bekerja atau merantau.', 'B. Orang tua Iwan menikahkan Iwan dengan Ani anak tetangga sebelah.', 'C. Orang tua Iwan mempertanyakan keabsahan hasil pemeriksaan ujian Iwan.']",A,TIDAK,YA,TIDAK
591,Sumatera Barat,Kematian,Pak Ujang meninggal tadi pagi.,"['A. Meski tidak diundang, tetangga berdatangan ke rumah Pak Ujang membantu keluarga Pak Ujang.', 'B. Tetangga yang diundang berdatangan ke rumah Pak Ujang membantu keluarga Pak Ujang.', 'C. Meski tidak diundang, tetangga berdatangan ke rumah Pak Ujang untuk bersih-bersih kamar Pak Ujang.']",A,TIDAK,YA,TIDAK
592,Sumatera Barat,Kematian,Pak Ujang baru saja meninggal.,"['A. Tetangga datang membawa kain kafan.', 'B. Tetangga datang membawa minuman.', 'C. Tetangga datang membawa rendang.']",A,TIDAK,YA,TIDAK
593,Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja dimandikan di rumah duka.,"['A. Jenazah dimandikan dan dikafankan lagi di masjid.', 'B. Jenazah diberikan kain kafan di masjid terdekat.', 'C. Jenazah diberikan kain kafan di rumah duka.']",C,TIDAK,YA,TIDAK
594,Sumatera Barat,Kematian,Jenazah Pak Ujang baru saja selesai disholatkan di masjid.,"['A. Jenazah Pak Ujang dibawa bersama-sama ke pemakaman.', 'B. Jenazah Pak Ujang dibawa kembali ke rumah duka.', 'C. Jenazah Pak Ujang dibawa kembali ke rumah kerabat terdekat.']",A,TIDAK,YA,TIDAK
595,Sumatera Barat,Kematian,Proses pemakaman jenazah Pak Ujang sudah selesai.,"['A. Malamnya, orang-orang di kampung datang ke rumah untuk makan-makan bersama.', 'B. Malamnya, orang-orang di kampung datang ke rumah untuk membaca surat Yassin dan berdoa bersama.', 'C. Malamnya, orang-orang di kampung datang ke rumah untuk membantu merapikan kamar Pak Ujang.']",B,TIDAK,YA,TIDAK
596,Sumatera Barat,Kematian,Sudah 2 hari Pak Ujang dimakamkan dan kini tinggal lah anak dan istri Pak Ujang di rumah.,"['A. Tetangga datang untuk melayat ke rumah membawa kain kafan.', 'B. Tetangga datang untuk melayat ke rumah membawa rendang daging.', 'C. Tetangga datang untuk melayat ke rumah membawa beras.']",C,TIDAK,YA,TIDAK
597,Sumatera Barat,Kematian,Bu Maya akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin.,"['A. Bu Maya mengenakan tank-top berwarna hitam.', 'B. Bu Maya mengenakan kerudung dan baju berwarna gelap.', 'C. Bu Maya tidak mengenakan kerudung dan baju berwarna merah.']",B,TIDAK,YA,TIDAK
598,Sumatera Barat,Kematian,Pak Datuk Sri Marajo akan melayat ke rumah Pak Ujang yang baru saja meninggal kemarin.,"['A. Ia datang mengenakan baju adat lengkap.', 'B. Ia datang mengenakan kopiah.', 'C. Ia datang mengenakan singlet, kain sarung, dan kopiah.']",B,TIDAK,YA,TIDAK
599,Sumatera Barat,Kematian,Setelah kematian Pak Ujang semua keluarga mendiskusikan perkara pembagian harta Pak Ujang.,"['A. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Islam.', 'B. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Kristen.', 'C. Keluarga Pak Ujang akan mengikuti pembagian harta berdasarkan hukum waris Hindu.']",A,YA,TIDAK,YA
600,Sumatera Barat,Kematian,Ibu Marni sudah meninggal.,"['A. Harta pusako yang diurus Ibu Marni diwariskan ke anak laki-lakinya.', 'B. Harta pusako yang diurus Ibu Marni diwariskan ke suaminya.', 'C. Harta pusako yang diurus Ibu Marni diwariskan ke anak perempuannya.']",C,YA,TIDAK,YA
601,Sumatera Barat,Hari Besar Agama,Besok adalah hari pertama bulan Ramadhan.,"['A. Setelah zuhur, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.', 'B. Setelah maghrib, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.', 'C. Setelah ashar, anak-anak dan orang tua pergi ke Surau untuk sholat Isya dan Tarawih berjamaah.']",B,TIDAK,YA,TIDAK
602,Sumatera Barat,Hari Besar Agama,Beberapa minggu lagi Ani akan merayakan Idul Adha.,"['A. Keluarga Ani akan mendiskusikan ternak yang akan mereka korbankan.', 'B. Keluarga Ani akan berpuasa selama satu bulan penuh sebelum hari raya.', 'C. Keluarga Ani akan mendiskusikan uang zakat yang akan mereka berikan sebelum hari raya.']",A,TIDAK,YA,TIDAK
603,Sumatera Barat,Hari Besar Agama,Minggu depan adalah hari lebaran di bulan Syawal.,"['A. Mama dan tante memasak aneka kue basah untuk hari raya.', 'B. Mama dan tante memasak daging yang disemblih setelah hari raya.', 'C. Mama dan tante memasak aneka kue kering untuk hari raya.']",C,TIDAK,YA,TIDAK
604,Sumatera Barat,Hari Besar Agama,Pak Adi sekeluarga akan merayakan Idul fitri dua hari lagi.,"['A. Mereka sekeluarga bergotong royong membersihkan makam nenek kakek dan membersihkan rumah.', 'B. Mereka sekeluarga berencana membeli rumah baru untuk hari raya.', 'C. Mereka sekeluarga bergotong royong membersihkan makam tetangga.']",A,TIDAK,YA,TIDAK
605,Sumatera Barat,Hari Besar Agama,"Lima hari lagi, Andi, seorang pemuda Solok yang sedang merantau di Jakarta akan merayakan Idul Fitri.","['A. Andi dan keluarganya akan pulang kampung dengan Lion Air besok untuk mengunjungi kakek dan nenek di kampung.', 'B. Andi dan keluarganya akan pulang kampung dengan Lion Air besok untuk mengunjungi kakek dan nenek di Kalimantan.', 'C. Andi dan keluarganya akan ke Jakarta dengan Lion Air besok untuk mengunjungi teman kerjanya di Jakarta.']",A,TIDAK,YA,TIDAK
606,Sumatera Barat,Hari Besar Agama,Rifky sangat antusias dengan idul fitri besok.,"['A. Pada malam hari, Rifky senang sekali mendengarkan lagu nasyid yang diputar oleh masjid di dekat rumahnya.', 'B. Pada malam hari, Rifky senang sekali mendengarkan gema takbir yang diputar oleh masjid di dekat rumahnya.', 'C. Pada malam hari, Rifky senang sekali mendengarkan musik dangdut yang diputar oleh masjid di dekat rumahnya.']",B,TIDAK,YA,TIDAK
607,Sumatera Barat,Hari Besar Agama,Semua anggota keluarga Pak Bayu sedang bersiap-siap di hari Idul Fitri.,"['A. Sore ini, mereka bersiap-siap untuk sholat Idul Fitri 2 rakaat di masjid.', 'B. PAgi ini, mereka bersiap-siap untuk sholat Idul Fitri 4 rakaat di masjid.', 'C. Pagi ini, mereka bersiap-siap untuk sholat Idul Fitri 2 rakaat di masjid.']",C,TIDAK,YA,TIDAK
