premise,choice1,choice2,question,idx,label,Terminology,Culture,Language
Doi dikatain budak kapitalis.,Dia kerjanya di SCBD.,Dia kerja jadi ART.,cause,483,0,1,1,0
Kakak demen banget olahraga murmer di Senayan,Ni hari dia main bola di sana.,Ni hari dia ngejogging di sana.,effect,484,1,1,0,0
Adik disetrap di sekolah.,Dia ketauan banyak nyimpenin poto Kota Bandung.,Dia ketauan banyak nyimpenin poto Chika Bandung.,cause,485,1,1,0,0
Sate kambingnye yang gue beli tadi gk ada rasanya.,Bumbu kecapnye tumpe semue.,Bumbu saus BBQ-nye tumpe semue.,cause,486,0,1,0,0
Dia sering banget dapet nilai jelek di kelas.,"Ibunya ngamuk ""Lu mau jadi kek nobita?""","Ibunya ngamuk ""Lu ma jadi kek Conan?""",effect,487,0,1,0,0
Adik ke dokter gara2 giginya sakit.,Dia jajan Burger King mulu.,Dia jajan J.Co mulu.,cause,488,1,1,0,0
Pak RT dianggep kaya.,Dia bawanya Avanza.,Dia bawanya Fortuner.,cause,489,1,1,1,0
Pak RW tuh hipster.,Dia milih ngebeli BMW.,Dia milih ngebeli Volkswagen.,effect,490,1,1,1,0
Bsk adik mau SNMPTN.,Adik grogi.,Adik seneng.,effect,491,0,1,0,0
Ada mas2 lagi jualan Kompas di lampu merah.,Ada supir2 yang beli karena gak pengen kesasar.,Ada supir2 yang ngebeli karena pgn ngikutin berita.,effect,492,1,1,0,0
Ibu lagi nyemprotin rumah buat ngebasmi nyamuk.,Rumah jadinya bau baigon.,Rumah jadinya bau autan.,effect,493,0,1,0,0
Tu pegawai gak punya BPJS.,Dia sakit jadinye.,Kantornya disidak sama pemerintah.,effect,494,1,1,0,0
COVID bikin banyak PNS WFH.,Mereka pada pake zoom buat meeting.,Mereka pada pake teams buat meeting.,effect,495,0,1,1,0
Di rumah om banyak dipasangin gambar binatang moncong putih.,Si om orang Demokrat. ,Si om orang PDIP.,cause,496,1,1,1,0
Di jalan itu lagi diberlakuin contra flow.,Pemerintah pengen supaya Busway lancar.,Pemerintah pengen supaya gak macet.,cause,497,1,1,1,0
Tu anak gak lulus ujian penjaskes.,Larinya lemot.,Jawabannya salah semua.,cause,498,0,1,0,0
Kakak males ngurusin STNK.,Kakak bayar calo.,Kakak bayar joki.,effect,499,0,1,1,0
Majapahit tuh kerajaan paling gede sepanjang sejarah Indonesia.,Raja Gajah Mada dengan Sumpah Palapanya sukses nguasain nusantara.,Raja Hayam Wuruk sukses ngegedein kerajaannya ke pelosok nusantara.,cause,500,1,1,0,0
Tu anak sering banget makan Indomie.,Emaknya makin ngebeliin Indomie bnyk2 biar si anak bisa mkn Indomie tiap hari.,"Pas ujiannye jelek, emaknya ngomel dia bego gara2 kebanyakan indomie.",effect,501,1,1,1,0
Cewek itu nyampe ke puncak Gunung Ijen.,Dia terus ngangkutin berkilo2 belerang turun gunung.,Ia keselek bau belerang yang nyengat.,effect,502,1,1,0,0
Dia lagi pengen masakan jejepangan.,Pesenlah dia Kintan.,Pesenlah dia Hokben.,effect,503,1,1,0,0
Banyak orang senengnya beli2 onlen di shopee.,Shopee kualitas barangnya bagusan.,Shopee banyak promonya.,cause,504,1,1,0,0
Ni warung ayamnya abis.,CFC barusan aja ni ngeborong.,Mixue barusan aja ni ngeborong.,cause,505,0,1,0,0
Toko ini jualan alkohol.,MUI ngegerebek tu toko.,FPI ngegerebek tu toko.,effect,506,1,1,0,0
Adik rumahnye di bawah SUTET.,Dia jadi kena radiasi yang bikin kanker.,Dia jadi kena polusi yang bikin kanker.,effect,507,0,1,0,0
Budi kuciwa jadinya pas beli tahu sumedang di toko yang ono.,Cabe ijo nya abis.,Cabe merah nya abis.,cause,508,0,1,0,0
Ibuk beli santen di pasar.,Ibuk pengen masak opor ayam.,Ibuk pengen masak soto madura.,cause,509,0,1,0,0
Gue mo beli salonpas.,Gue gerah bangett rasanya.,Pinggang gue suakitt.,cause,510,1,1,0,0
Bokap pengen hidupnye lebih halal.,Bokap nabung ke BSI.,Bokap nabung ke MUI.,effect,511,0,1,0,0
Pak Haji nanya2in tuh makanannye hari ini halal apa kagak.,Ia ditawarin bakmi medan.,Ia ditawarin bubur ayam cirebon.,cause,512,0,1,0,0
Mbah ogah makan sashimi.,Dia suujon sama makanan laut.,Dia suujon sama makanan mentah.,cause,513,1,0,1,0
Dia gatel2 abis nyeruput sop asparagus.,Dia alergi seafood.,Dia alergi jamur.,cause,514,0,1,0,0
Temen gue ini nenggak kopinya sehari bercangkir2.,"Dia diperingatin lah, ""ati2 jgn kyk mbah surip.""","Dia diperingatin lah, ""ati2 jgn kyk ivan gunawan.""",effect,515,0,1,1,0
Gue pengen pake taxi onlen mercy,Gue pesen lewat app Blue Bird.,Gue pesen lewat app Gojek.,effect,516,0,1,0,0
SAMSAT lagi suka telat2an mroses mobil pribadi baru.,Cat merahnya abis.,Cat putihnya abis.,cause,517,1,1,0,0
Demo meringatin pahlawan reformasi ngeganggu jalanan sekitar.,Jakbar macet banget.,Jaksel macet banget.,effect,518,0,1,1,0
4 juni kemaren resto2 di mall pada rame.,Standard Chartered lagi banyak promo.,BNI lagi banyak promo.,cause,519,1,1,0,0
Adek pundung abis jajan dadar gulung di sekolahnye.,Telurnye copot dari tusukannye.,Garpunya abis kata penjualnye.,effect,520,0,1,1,0
Aer minum di rmh lagi abis nih.,Kaka disuruh ibuk beli galon.,Kaka disuruh ibuk telpon PDAM.,effect,521,0,1,1,0
Adek seneng sama makanan hari ini.,Menunya ikan kaleng ABC enak.,Menunya kecap ABC enak.,cause,522,0,1,0,0
Si om hobinye main domino mulu.,Duitnya abis gegara jajan pizza mulu.,Duitnya abis gegara dipake judi mulu.,effect,523,1,0,1,0
Kakak nyalon jadi ketua OSIS.,Dia pengen ngeksis.,Dia pengen pinter.,cause,524,0,1,1,0
"Murah sih, tapi tu warung bakso sepi mulu.",Lagi banyak isu bakso tikus.,Lagi banyak isu bakso sapi.,cause,525,0,1,1,0
Tu warung soto pojokan rame terus dan rasanya emang enak banget.,Warungnye digosipin pake MSG.,Warungnye digosipin pake penglaris.,effect,526,1,1,1,0
Adik lagi pesen bakso tapi dienye katanye juga lagi pengen idup sehat.,"Dia tereak ""jangan pake mecin bang!""",Dia cepet2 kabur gak pake bayar baksonya.,effect,527,0,1,1,0
Bapak mau jumatan.,Ibuk nitip duit buat nyelengin di mesjid.,Ibuk nitip gopay buat infak mesjid.,effect,528,0,1,1,0
Kakak lagi latian Paskibra.,Kakak mau ngerayain sumpah pemuda.,Kakak mau ngerayain dirgahayu Republik Indonesia.,cause,529,1,1,1,0
Embah tuh alumni 212.,Dia mau ikutan reuni akbar di Monas.,Dia mau ikutan cosplay jadi ala2 Wiro Sableng.,effect,530,0,1,1,0
Om seneng ngoleksi mainan kapak 212.,Dia pengen ngebawa tu kapak ke reuni akbar 212 di Monas. ,Dia pengen ngebawa tu kapak buat cosplay Wiro Sableng.,effect,531,1,1,1,0
Bocah SMA itu bawa2 celurit di tas.,Dia mau ikutan tawuran.,Dia mau ikutan motong rumput.,cause,532,0,1,1,0
Bocah SDN itu lagi ke sekolah hari senin.,Dia gak lupa pake dasi merah.,Dia gak lupa pake topi merah.,effect,533,1,1,1,0
"Tiap taun, seringnye tetangga gue duluan sehari ngerayain idul qurbannye.",Die orang Muhamadiyah.,Die orang NU.,cause,534,0,1,1,0
Bokap balik malem banget abis main karambol.,Tangannya kotor debuan abu kek tiga roda.,Tangannya kotor putih2 kek rose brand.,effect,535,1,1,1,0
"Pulang2, tuh laki diamukin ama bininye.",Dia baru balik dari gunung kemukus.,Dia baru balik dari gunung bromo.,cause,536,0,1,1,0
"Pas lagi Ospek, maba pada diamukin sama seniornya.",Katanya mereka gak kompak.,Katanya mereka gak ngerjain tugas kuliah.,cause,537,0,1,1,0
17 Juli kemaren gue bawa mobil gue (yang platnya N9EWE) ke jalanan gede Jakarta.,Gue distop soalnya plat gue porno.,Gue distop soalnya gue ngelanggar ganjil genap.,cause,538,0,1,1,0
Bentar lagi lebaran haji.,Jokowi beli sapi 250 kiloan.,Jokowi beli sapi 997 kiloan.,effect,539,1,1,1,0
Bokap lagi kebakaran jenggot.,Jenggot bokap abis kebakar.,Nyokap lagi nyoba nenangin Bokap.,effect,540,1,0,0,1
"Taun lalu kambing paman ada 6, sekarang udah 10 aje.",Kambing tuh berkembangbiak.,Kambing tuh pemamahbiak.,cause,541,0,0,0,1
Dia mikir2 pas mau beli komputer bekas onlen tapi gak ada foto/videonya yang jelas.,Dia gak mau beli kucing dalem karung.,Dia gak mau beli laptop dalem gelap.,cause,542,0,0,0,1
Kerjaannye rasanye kek negakkin benang basah.,Die nyerah.,Die tenggelem.,effect,543,0,0,0,1
Gue lagi ngebantu mbah ngurusin kebon dan sumurnya yg kotor banget.,Gue seneng soalnye jadi dapet ladang amal.,Gue seneng soalnya jadi bisa numpang mandi.,effect,544,0,0,0,1
Dia malu soalnye ngerasa abangnye sama die kyk bumi sama langit.,Di sekolah dia gak berprestasi gk kyk abangnya.,Dia kerja jadi astronot padahal abangnya tuh CEO,cause,545,0,0,0,1
"Gara2 tuh kejadian, om jadi ngebayar sohibnya buat nyariin kambing item.",Si om kena kasus konspirasi.,Si om kambing sohibnye kabur.,cause,546,0,0,0,1
Kakak lagi nyari tambatan hati.,Kakak donlot app buat nyari jodoh onlen.,Kakak donlot app buat beli tali onlen.,effect,547,0,0,0,1
Di hari kelabu gini warga pada ngumpul buat ngasih penghormatan terakhirnye.,Ada tuh suara ujan kadang kedengeran netes.,Ada tuh suara nangis kadang kedengeran pecah.,effect,548,1,0,0,1
Adik hari ini ikutan acara reuni sekolahnye.,Dia nemuin cinta lamanya die yg bersemi kembali gitu deh~~,Dia nemuin api lamanya die yg belom padam juga gitu deh~~,effect,549,0,0,0,1
Adik lagi make rumus abc.,Adik lagi belajar alpabet.,Adik lagi ngerjain soal matematik.,cause,550,1,1,0,0
Mbah senengnya sambil nyelem minum aer.,Kerjaan mbah seringnya cepet kelar semua.,Mbah sering keselek aer.,effect,551,0,0,0,1
Bokap diomelin nyokap gara2 borosnya parah.,HIdup bokap kek gedean pasak ketimbang tiangnya.,Hidup bokap kek gali lobang tutup lobang.,cause,552,0,0,0,1
Adik ngedenger petir di siang bolong.,Adik panik terus bingung mesti ngapain.,Adik kaget terus nyembunyiin diri di belakang kakak.,effect,553,0,0,0,1
Dia nih penyelam yang jam terbangnya dah tinggi banget,Dia udh ngemakan asam garam di 20 laut di 5 benua,"Dia gak cuma punya sertifikat nyelam, dia juga pegang sertifikat terbang dah lama.",cause,554,0,0,0,1
"Gara2 cedera, pemain bola itu mikir2 buat nutup karirnya.",Dia mutusin buat gantung diri.,Dia mutusin buat gantung sepatu.,effect,555,1,0,0,1
Abang berat hati mau ngedonorin hati buat bapak.,Abang hatinya bengkak gara2 sakit kelainan.,Abang keder dioprasi.,cause,556,1,0,0,1
Ni kampung penuh bgt sampah masyarakat.,Residivis pada pindah di mari.,Warga sini pada buang sampah sembarangan.,cause,557,0,0,0,1
Dia ni preman yang gak kapok2 keluar-masuk penjara.,Dia dianggep kanker sosial.,Dia dianggep sampah masyarakat.,effect,558,1,0,0,1
Meeting ini dah lama banget lah.,Yang ngisi muter2 mulu ngomongnya.,Yang ngisi mukul2 di sekitaran semak2 mulu.,cause,559,0,0,0,1
