ID,Source,Subject,Exam Type,Profession Group,Question,Option A,Option B,Option C,Option D,Option E,Answer Key,is_few_shot
1822,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Anak lak-laki usia 13 tahun dibawa ibunya ke IGD dengan keluhan lemas sejak 1 hari yang lalu. Pada 1 bulan terakhir pasien dilaporkan sering haus, sering kencing saat malam hari, dan mengalami penurunan berat badan. Pada pemeriksaan didapatkan somnolen, mata cowong, turgor kulit kembali lambat, TD 80/60 mmHg, nadi 130x/m, RR 12x/m, Tax 37,2oC, GDS 400 mg/dL, keton (+++). Apakah penyebab dari kondisi yang dialami anak tersebut?",Defisiensi insulin absolut,Defisiensi insulin relatif,Defisiensi glukagon absolut,Defisiensi glukagon relatif,Defisiensi glukosa,A,0
1823,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Anak lak-laki usia 13 tahun dibawa ibunya ke IGD dengan keluhan lemas sejak 1 hari yang lalu. Pada 1bulan terakhir pasien dilaporkan sering haus, sering kencing saat malam hari, dan mengalami penurunan berat badan. Pada pemeriksaan didapatkan somnolen, mata cowong, turgor kulit kembali lambat, TD 80/60 mmHg, nadi 130x/m, RR 12x/m, Tax 37,2oC, GDS 400 mg/dL, keton (+++).
Apakah diagnosis yang sesuai ?",Syok hipovolemia,Diabetik ketoasidosis,Diabetes insipidus,Kondisi hiperglikemia hipovolemia,Diabetes mellitus,B,0
1824,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Anak lak-laki usia 13 tahun dibawa ibunya ke IGD dengan keluhan lemas sejak 1 hari yang lalu. Pada 1bulan terakhir pasien dilaporkan sering haus, sering kencing saat malam hari, dan mengalami penurunan berat badan. Pada pemeriksaan didapatkan somnolen, mata cowong, turgor kulit kembali lambat, TD 80/60 mmHg, nadi 130x/m, RR 12x/m, Tax 37,2oC, GDS 400 mg/dL, keton (+++). Apakah terapi awal yang tepat?",Rehidrasi intravena,Insulin intravena,Kalium intravena,Natrium intravena,Dextrose intravena,A,0
1825,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Pasien usia 20 tahun datang dengan keluhan pucat sejak 1 minggu. Dari pemeriksaan fisik didapatkanhepatosplenomegali, pucat, dan ikterus. Pemeriksaan laboratorium Hb 7 g/dL, Coombs test (+). Kelainan di atas termasuk reaksi hipersensitivitas tipe?",I,II,III,IV,V,B,0
1826,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan 22 tahun datang dengan keluhan utama dada terasa terbakar terutama saat malam, seringtidur setelah makan, dan sering bersendawa Kadang di mulut terasa asam. Tatalaksana yang tepat untuk pasien ini adalah ...",Step up H2 antagonis ke prokariotik,Step up H2 antagonis ke PPI,Step down PPI ke H2 antagonis,Step down H2 antagonis ke antasida,Step down antasida ke H2 antagonis,C,0
1827,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan 22 tahun datang dengan keluhan utama dada terasa terbakar terutama saat malam, seringtidur setelah makan, dan sering bersendawa. Kadang di mulut terasa asam. Pemeriksaan penunjang yang tepat pada kasus ini adalah ...",Urea breath test,Barium swallow,Endoskopi,Kolonoskopi,Fungsi hati,C,0
1828,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan 27 tahun, mengeluh sering berkemih disertai tidak enak badan dan rasa tidak nyaman saatberkemih sejak 3 hari yang lalu. Tidak ada riwayat penyakit seperti ini sebelumnya. Pada pemeriksaan fisik didapatkan subfebris. Pasien sudah meminum parasetamol tapi tidak ada perbaikan. Pemeriksaan apa yang paling tepat?",Kultur urin 24 jam,Kultur urin pancar tengah,Kultur urin pagi,Kultur urin sewaktu,Kultur urin 2 jam PP,B,0
1829,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Pasien usia 40 tahun laki-laki datang ke UGD RS dengan keluhan mata dan badan kuning sejak 3 hariyang lalu. Pasien mengeluhkan nyeri pada perut kanan atas sejak 2 minggu ini. Pasien merupakan perawat. Dua tahun yang lalu pasien pernah menderita sakit kuning dan sembuh dengan perawatan rumah sakit yang baik. Dari pemeriksaan tekanan darah 130/80, nadi 90x/menit, RR 20x/menit. Nyeri tekan pada perut kuadran kanan atas. Pada pemeriksaan laboratorium Bilirubin 8,9 AST 1.389 ALT 2.200 Alkali fosfatase 290 HbsAg (+) HbeAg (+) HBVDNA (+) Anti Hbs(-) Anti Hbe (-). Penatalaksanaan yang tepat adalah ...",Vaksinasi HBV,Lamivudin,Penicilin,Simptomatik,Nevirapine,B,0
1830,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Pasien usia tua dengan riwayat gagal ginjal kronik datang ke IGD dengan keluhan sesak. TD: 160/90, RR:32, Tax: 36,5 Terdapat gambaran EKG seperti berikut:

Jika diperiksakan serum elektrolit, maka hasil yang akan didapatkan ...",Hiponatremia,Hipoklaemia,Hipokalsemia,Hiperkalemia,Hiperkalsemia,D,0
1831,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan 25 th datang ke IGD dengan keluhan demam sejak 2 hari yang lalu. Keluhan disertai sesak,mual, dan muntah. Pasien sering kencing, sering minum, dan berat badan menurun 2 bulan terakhir. Dari pemeriksaan fisik didapatkan nafas kussmaul, GDS 300, BGA pH 7,08, bicarbonate 15 mEq/L Diagnosis pada pasien di atas adalah ...",Nefropati DM,Bronkopneumonia,KAD,Dekomp kordis,HHS,C,0
1832,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan 35 tahun, datang ke puskesmas dengan keluhan lemas, lesu, dan mata berkunang-kunangsejak 3 bulan ini. Dari pemeriksaan laboratorium didapatkan Hb 8 g/dL, MCV 75, MCH 21. Pemeriksaan penunjang apa yang berikutnya dilakukan pada pasien?","DL, FL","DL, urinalisis","DL, serum iron, TIBC","DL, kadar vitamin B12","DL, hapusan darah tepi",C,0
1833,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Laki-laki, 72 tahun di antar keluarganya ke puskesmas dengan nyeri lutut dan persendian jari-jariterutama saat bangun tidur di pagi hari sejak seminggu yang lalu. Keluhan disertai dengan nyeri ulu hati yang telah berlangsung lama dan hilang timbul. Obat apa yang aman dikonsumsi pada pasien tersebut?",Febiven,Selekoksib,Metampiron,Asam Mefenamat,Kalium Diklofenak,B,0
1834,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,Perempuan 40 tahun datang dengan keluhan nyeri perut bagian kanan bawah sejak 1 hari yang lalu.Sebelumnya pernah merasakan keluhan yang sama setelah makan makanan cepat saji. Feses berwarna pucat. Pada pemeriksaan fisik didapatkan Murphy's sign (+) Kemungkinan hasil laboratorium yang didapatkan adalah ...,Bilirubin direk meningkat,Bilirubin indirek meningkat,Sterkobilinogen feses,Urobilinogen urin,Sterkobilin meningkat,A,0
1835,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan usia 21 tahun datang dengan keluhan terdapat benjolan di leher depan sejak 1 tahun yanglalu. Keluhan lain berupa dada berdebar-debar, keringat dingin, nafsu makan meningkat namun beratbadan turun dan tidak tahan hawa panas. Pada pemeriksaan fisik ditemukan benjolan difus, konsistensikenyal dan ikut bergerak saat menelan. Mata eksoftalmus. Pemeriksaan penunjang apa untuk menegakkan diagnosa?",TSH serum,T3 Serum,T4 serum,TRH stimulan,Anti radioaktif iodine,A,0
1836,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan usia 54 tahun datang ke UGD RS dengan keluhan tidak bisa buang air kecil sejak dua harilalu. Keluhan disertai kaki bengkak, mual, muntah, dan lemas. Pada pemeriksaan fisik didapatkan TD 180/90mmHG, nadi 80x/menit, RR 20x/menit, Hb 5, GDS 300, asam urat 10, ureum 210, kreatinin 8. Pasien dipasang kateter dan hanya keluar 50cc urin. Diagnosis yang tepat pada kasus ini adalah ...",Glomerulonefritis kronis,Sindroma nefrotis kronis,Gagal ginjal akut,Gagal ginjal kronis,Tumor buli-buli,D,0
1837,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan usia 54 tahun datang ke UGD RS dengan keluhan tidak bisa buang air kecil sejak dua harilalu. Keluhan disertai kedua kaki bengkak, mual, muntah, dan lemas. Pada pemeriksaan fisik didapatkan TD 180/90mmHG, nadi 80x/menit, RR 20x/menit, Hb 5, GDS 300, asam urat 10, ureum 210, kreatinin 8. Pasien dipasang kateter dan hanya keluar 50cc urin. Penatalaksanaan selanjutnya adalah ...",Dialisis,Pemberian Furosemide,Pemberian Allupurinol,Diet rendah garam,Injeksi insulin,A,0
1838,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Perempuan, 30 tahun, datang ke IGD rumah sakit mengeluh muntah sejak 2 hari ini. Muntahanberwarna coklat. Sebelumnya pasien merasakan nyeri di daerah ulu hati. Sejak 1 bulan ini pasien sering membeli pil pegel linu di warung dekat rumahnya tanpa aturan yang jelas. Oleh dokter IGD, pasien dipasang NGT dan dibilas dengan air es. Setelah keluhan muntah teratasi, dokter memberikan terapi kombinasi. Terapi apakah yang tepat diberikan untuk pasien ini?",Antacid dan mukoprotektan,Antacid dan anti reseptor H2,Antacid dan antibiotik,Proton pump inhibitor dan mukoprotektan,Mukoprotektan dan antibiotic,E,0
1839,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Pasien laki-laki 56 tahun datang ke IGD datang dengan tubuh lemah. Riwayat DM 10 tahun. Keadaanumum lemah, TD 80/50, Nadi 120x/m Tax 39°C. Luka di kaki yang bernanah dan tidak nyeri. GDS 450 mg/dl, pH<7,35 PCO2 45, HCO3 19, Anion gap 20. Kondisi yang mendasari pada pasien di atas adalah ...",Asidosis metabolik ,Asidosis respiratorik,Normal,Alkalosis metabolik,Alkalosis respiratorik,A,0
1840,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,Wanita 54 tahun datang ke poliklinik dengan keluhan nyeri pada jari jari tangan. Keluhan disertai kakupada pagi hari selama 2 jam. Skor VAS 7. Pemeriksaan fisik TTV dalam batas normal. Didapatkan kemerahan dan bengkak pada DIP dan PIP jari 2 dan 3 tangan kanan dan kiri. Kelainan pada kasus di atas disebabkan hipersensitivitas tipe ...,1,2,3,4,5,D,0
1841,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Laki-laki 46 tahun mendadak tidak bisa BAK, bengkak preorbita dan pitting edema. Sebelumnya tidakada riwayat HT dan DM. Dari pemeriksaan saat ini didapatkan TD 160/100. Pemeriksaan laboratoium creatinin 2,4 mg/dL, dan eritrosituria. Pemeriksaan baku emas ada kasus ini adalah ...",BNO IVP,USG ginjal,Biopsi ginjal,Protein Esbach,Kultur urin,C,0
1842,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang dokter menyuntikkan analgetik I.M. pada seorang pria 45 tahun. Lima menit kemudian didapatipasien merasa sesak, berdebar-debar dan merasa pusing. Tatalaksana yang tepat untuk kasus di atas adalah ...","Injeksi epinefrin 1:1000 diencerkan dengan akuades 0,3-0,5
ml, posisi tirah baring dengan kaki diangkat","Injeksi epinefrin 1:1000 diencerkan dengan akuades 0,1 ml,
posisi tirah baring dengan kaki diangkat","Injeksi epinefrin 1:10000 diencerkan dengan akuades 0,5 ml,
posisi tirah baring dengan kaki diangkat","Injeksi epinefrin 1:1000 diencerkan dengan akuades 0,01 ml,
posisi tirah baring dengan kaki diangkat","Injeksi epinefrin 1:1000 diencerkan dengan akuades 0,001 ml,
posisi tirah baring dengan kaki diangkat",A,0
1843,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang ibu datang dengan keluhan badan lemas, ibu sedang hamil UK 28 minggu, setelah di periksakanGDA semnggu yang lalu 208, pada saat ini di cek GDA hasilnya 280. Apakah diagnosis pada pasien tersebut?",Diabetes mellitus type 1,Diabetes mellitus type II,Diabetes Gestasional,Diabetes IDMM,Diabetes NIDDM,C,0
1844,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang ibu datang dengan keluhan badan lemas, ibu sedang hamil UK 28 minggu, setelah di periksakanGDA semnggu yang lalu 208, pada saat ini di cek GDA hasilnya 280. Apakah terapi yang tepat pasien tersebut?",Insulin,Metformin,Glitazone,Akarbose,Akarbose,A,0
1845,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,Seorang ibu sedang hamil 2 bulan. Suami pasien diketahui mengidap HIV stadium III. CD4 pasien <350 maka obat yang dapat diberikan kepada pasien?,Zidovudine + lamivudine + nevirapine,Zidovudin + lamivudine + efavirenz,Tenovofir + emtricitabine + nevirapin,Tenovofir + emtricitabine + evafirenz,Tenovofir + lamivudine + efavirenz,E,0
1846,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki laki 42 tahun datang UGD RS diantar keluarganya dengan keluhan muntah darah sejak 2hari yang lalu. Muntah darah berwarna merah tua sebanyak 1/4 gelas. Pasien mengeluh BAB nyaberwarna hitam dan lengket. Pasien sering mengeluh nyeri ulu hati yang hilang timbul, kemudianmemberat dan menetap. Dari anamnesis pasien sering mengkonsumsi aspirin untuk nyeri tulang belakangnya sejak 2 tahun terakhir ini. Pada pemeriksaan fisik didapatkan pasien tampak lemah, TD 90/70 mmHg, nadi 110 x/menit, RR 24x/menit, Tax 37,8C. Pemeriksaan abdomen, terdapat nyeri epigastrium, tampak distensi, dan bising usus normal. 
Apakah diagnosis yang mungkin pada pasien ini?",Refluks esofagitis,Varises esofagus,Gastritis erosif,Kolesistitis,Pankreatitis akut,C,0
1847,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki laki berumur 56 tahun datang dengan keluhan panas sejak 1 minggu. Keluhan disertailemah dan terdapat bintik perdarahan pada kulit. Dari pemeriksaan lab didapatkan Hb menurun, leukosit meningkat dan trombosit menurun. Dari pemeriksaan SADT didapatkan sel kecil berinti 1, miskin sitoplasma, susunan kromatin halus dan nucleoli ? 3. Didapatkan auer rod pada sitoplasma. Neutrofil sel batang dan hampir tidak ada segmen. 
Diagnosis pada pasien ini adalah ...",Anemia Aplastik,ALL,AML,CML,CLL,C,0
1848,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki-laki berusia 40 tahun datang ke IGD dengan keluhan penurunan kesadaran dan sesaksetelah tersengat lebah. Pada pemeriksaan fisik TD 60/palpasi, nadi 110x/m, RR 28x/m. Mekanisme yang berhubungan dengan kejadian di atas adalah ...",Peningkatan IgD,Peningkatan IgA,Peningkatan IgE,Peningkatan IgG,Peningkatan IgM,C,0
1849,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki2 usia 24 tahun databg dengan keluhan mual sejak 2 hari yang lalu. Pasien juga mengeluhkan mata kuning dan buang air kecil seperti teh. Dari pemeriksaan fisik didapatkan sklera kuning, dan lainnya dbn. Dari pemeriksaan penunjang didapatkan OT/PT meningkat 2 kali lipat, bilirubin 2 mg/dl, anti HAV (-), HbsAg (-), anti HCV (-), IgM anti HBC (-), anti HbsAg (-). Dx yang paling tepat adalah ..",Hepatitis A,Hepatitis B,Hepatitis C,Carrier Hepatitis B,Hepatitis B kronis,A,0
1850,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,Seorang laki-laki 18 tahun datang dengan nyeri pada jari tangan dan kaki. Terdapat riwayat merokoksejak 3 tahun. Pada pemeriksaan fisik didapatkan tangan dan kaki sianosis disertai akral dingin. Diagnosa yang mungkin pada pasien ini adalah ...,Raynaund syndrome,Takayasu syndrome,Buerger syndrome,Giant cell arteritis,Sjogren syndrome,C,0
1851,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki-laki 21 tahun, mengeluh demam sejak 8 hari yang lalu. 1 hari yang lalu demam terusmenerus, terutama saat sore dan malam hari. Pada pemeriksaan tanda-tanda vital normal, pada pemeriksaan fisik didapatkan lidah kotor dengan tepi hiperemia dan nyeri tekan regio illiaca. Pemeriksaan lanjutan apa yang akan anda lakukan pada pasien ini?",Widal test,IgM Dengue,IgG Dengue,Kultur Feses,Hemaglutinin Inhibisi,A,0
1852,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,Seorang laki-laki datang ke dokter untuk memeriksakan kesehatannya. Riwayat ayah dan kakakmeninggal karena sirosis hepatis. Dari pemeriksaan didapatkan HBs Ag (+). Pemeriksaan apalagi yang dibutuhkan selanjutnya?,HBc Ag,HBe Ag,Anti HBs,Anti HBc,HBV DNA,D,0
1853,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki-laki 30 tahun datang dengan mata kuning mendadak sejak 3 hari yang lalu, keluhan disertaidemam. Dari pemeriksaan fisik sklera ikterus, TTV dalam batas normal, OT/PT: 600/400, Bilirubin total 6 mg/dL. Pemeriksaan laboratorium apakah yang selanjutnya harus dimintakan oleh dokter?",HbsAg,IgM HbsAg,"IgM anti HAV, HbeAg",anti HCV,Hep B kuantitatif,C,0
1854,https://www.scribd.com/document/335934418/1001-Soal-Dan-Pembahasan-Ukmppd,Medical Doctor,Indonesian Competency Exam,Healthcare and Medical,"Seorang laki-laki 28 tahun datang ke dokter umum mengeluh serak. Terdapat benjolan pada leher kanan sejak 6 bulan yang lalu, tidak didapatkan penurunan BB, tidak didapatkan riwayat berdebardebar, berkeringat, gemetar maupun mata menonjol. Tidak didapatkan demam dan benjolan tidak nyeri. Kemungkinan diagnosis pada pasien ini adalah?",Ca tiroid,Nodul pita suara,Grave's Disease,Tiroiditis,Hashimoto Disease,E,0
